channel_artiste_id,collection_owners,collection_id,collection_title,release_year,collection_type,update_time
UCoFTT1b0bB7oXarWEa94Aow,The Cavemen.,MPREb_6hKvW10cZGi,ROOTS,2020.0,Album,01/01/2023 20:32
UC91Z3oHE250WqUE5watxC3A,Nonso Amadi,MPREb_c8NiwWVLwhT,Radio,2016.0,Single,02/01/2023 00:00
UCwfpj2LQeVu7eA9g1s5Z-TQ,Seyi Shay,MPREb_ESh18tGkzhX,Ragga Ragga,2013.0,Single,02/01/2023 00:50
UClVDzJUSV0X_tp2sceFHsxA,Yemi Alade,MPREb_BvlT97KzS43,"Rain, True Love, Dancina, Double Double (Live Version)",2021.0,Single,02/01/2023 01:56
UCy6qn2oxmoXA4_gBA5Q7zPw,Rema,MPREb_JUl5W8tUN0H,Rainbow,2020.0,Single,02/01/2023 00:38
UCmcJ2ThWCw9id0Yjjqu4HVg,"Youssou N'Dour, Teni, & Reekado Banks",MPREb_lWF2aTCcwsH,"Raise Your Hand (feat. Nomcebo Zikode, Pheelz, Moinina & London Community Gospel Choir)",2021.0,Single,02/01/2023 01:12
UC6o_fs8z32M9dNeQkvC7EDA,"Youssou N'Dour, Teni, & Reekado Banks",MPREb_lWF2aTCcwsH,"Raise Your Hand (feat. Nomcebo Zikode, Pheelz, Moinina & London Community Gospel Choir)",2021.0,Single,02/01/2023 00:35
UC6Idoh6aC4rscuwiZCq6Lyg,Ladipoe,MPREb_5hMmRvxD4uF,Rap Messiah,2021.0,Single,01/01/2023 23:09
UCNwUllQh84NeUHB56vTBAFw,Tekno,MPREb_HRvXDAtp8A6,Rara,2016.0,Single,02/01/2023 01:09
UCy6qn2oxmoXA4_gBA5Q7zPw,Rema,MPREb_kOYxv1Gluvs,Rave & Roses,2022.0,Album,02/01/2023 00:38
UCewvfSec6vlYgRV_cnMjU3g,Olamide,MPREb_sDkwPtPFDPD,Rayban Abacha,2014.0,Single,02/01/2023 00:01
UCl61Ij0v5ulMS0UxvAxsXcg,"P-Square, Rudeboy & Mr. P",MPREb_q1LcUoqhoAE,Reactivated,2021.0,Album,02/01/2023 00:15
UCx5IlXXEC_mzhxPsbu_XJlw,Peruzzi & AcebergTM,MPREb_9UloFSBHT6a,Ready,2022.0,Single,02/01/2023 00:23
UCUNNGmpQ75t0GZII3coI8rg,Ghita & CKay,MPREb_OYkKrHcgzzt,Real Lies (feat. CKay),2020.0,Single,01/01/2023 20:41
UCP-_jH7CH7xXEDfAsWJLiCw,Korede Bello,MPREb_RnyiPUASeWK,Real Man,2021.0,Single,01/01/2023 23:07
UCHxEAq_D6CJ1sn0tocJ6GdA,Joeboy,MPREb_sEuff0rY95C,Realest (feat. Triple N),2017.0,Single,01/01/2023 22:49
UCy51adLS32LxWLM5a_ixezw,Wande Coal,MPREb_JCH7aesWcXY,Realms,2020.0,Album,02/01/2023 01:47
UCAVkIPc4lvGShZ2LVoD8loQ,Praiz,MPREb_eca9c8UB44L,Reckless,2022.0,Album,02/01/2023 00:32
UCN9qKC5eDclxImYAmomI5Cw,Ruger,MPREb_xCtuqAwq9XA,Red Flags,2022.0,Single,02/01/2023 00:44
UCr61sufuLt7_eB7ak1bXHIg,Burna Boy,MPREb_nzKWEB0AI0v,Redemption,2016.0,EP,01/01/2023 20:24
UC6o_fs8z32M9dNeQkvC7EDA,Reekado Banks,UC6o_fs8z32M9dNeQkvC7EDA_Videos,Reekado Banks_Videos,,Videos,02/01/2023 00:35
UC6o_fs8z32M9dNeQkvC7EDA,Reekado Banks,MPREb_QzMoApxk5lB,Reekedo Banks,2016.0,Single,02/01/2023 00:35
UC3XOjF6pqQWILVLbZofrg2Q,"Ajebutter22, Falz & Fresh L",MPREb_DbegPYWhZwN,Regards To Your Mumsi,2016.0,Single,01/01/2023 21:31
UCy6qn2oxmoXA4_gBA5Q7zPw,Rema,MPREb_Wu1wwwLrgnc,Rema,2019.0,EP,02/01/2023 00:38
UCy6qn2oxmoXA4_gBA5Q7zPw,Rema,MPREb_UJLJuk3eIYr,Rema Compilation,2020.0,Album,02/01/2023 00:38
UCy6qn2oxmoXA4_gBA5Q7zPw,Rema,UCy6qn2oxmoXA4_gBA5Q7zPw_Videos,Rema_Videos,,Videos,02/01/2023 00:38
UCAVkIPc4lvGShZ2LVoD8loQ,Naeto C & Praiz,MPREb_GctO0DvMIZE,Remember,2017.0,Single,02/01/2023 00:32
UCcHJhU4S-CbjEJY-8bCxegA,KayceKeys & BNXN fka Buju,MPREb_qqjxpUAPD2W,Remember Me Riddim,2022.0,Single,01/01/2023 20:16
UCXVjLgq7BRStQjKLnN-4o-w,M.I Abaga,MPREb_54hGq73n1jT,Rendezvous,2018.0,Album,01/01/2023 23:20
UC2yYpgqxoUwu00Y3TMZ6cNA,Ice Prince,MPREb_IGHaRTMVP9s,Replay,2017.0,Single,01/01/2023 22:20
UCHAKI88Cm5sWHr_O3wkRwxQ,Harrysong,MPREb_f4sF9A3xYI9,Report Card,2018.0,Single,01/01/2023 22:05
UCh71_mg-mGM1WzZVtqkBuMA,Zlatan,MPREb_0GrLMHQUYBr,Resan,2021.0,Album,02/01/2023 02:10
UC25DGtgYk5TwdksvtpeWYvA,Wizkid & DJ Brytos,MPREb_l1TQ8AMwbSu,Revolution Mixtape,2017.0,Single,02/01/2023 01:50
UCrGWxOYNj1pgNG-Ktt_TP4Q,Rexxie,UCrGWxOYNj1pgNG-Ktt_TP4Q_Videos,Rexxie_Videos,,Videos,02/01/2023 00:41
UCAVkIPc4lvGShZ2LVoD8loQ,Praiz,MPREb_M9bk4lAjWpN,Rich & Famous [Famous],2014.0,Album,02/01/2023 00:32
UCee1s3De38s0fWVEGpi_Q6w,FAVE,MPREb_YxeOfwNXi49,Riddim 5,2022.0,EP,01/01/2023 21:44
UCHAKI88Cm5sWHr_O3wkRwxQ,Harrysong,MPREb_LjOQLsqZ0nD,Right About Now,2020.0,Album,01/01/2023 22:05
UCwfpj2LQeVu7eA9g1s5Z-TQ,Seyi Shay,MPREb_SCbsQHiwhFX,Right Now (Remix),2019.0,Single,02/01/2023 00:50
UC6o_fs8z32M9dNeQkvC7EDA,Reekado Banks & Dremo,MPREb_DHTOIxtoAhg,Ringer,2019.0,Single,02/01/2023 00:35
UCehhqT7086Y04HAQ121lu3g,Davido,MPREb_TZ4aw30KV4m,Risky (feat. Popcaan),2019.0,Single,01/01/2023 20:57
UCHAKI88Cm5sWHr_O3wkRwxQ,Harrysong,MPREb_LY4ZsLRDaAC,Rnb' (feat. Bebe Cool),2021.0,Single,01/01/2023 22:05
UC_cE27XR3vVFMf4sYZVsj3A,Olamide & Phyno,MPREb_Ikg9qJpWC2j,Road 2 Russia (Dem Go Hear Am),2018.0,Single,02/01/2023 00:26
UCewvfSec6vlYgRV_cnMjU3g,Olamide & Phyno,MPREb_Ikg9qJpWC2j,Road 2 Russia (Dem Go Hear Am),2018.0,Single,02/01/2023 00:01
UCh71_mg-mGM1WzZVtqkBuMA,Zlatan,MPREb_2ifQj3Uwnya,Road To CDK,2020.0,Single,02/01/2023 02:10
UCh71_mg-mGM1WzZVtqkBuMA,Zlatan,MPREb_YDRS2nXHTIn,RoadToCDK,2020.0,EP,02/01/2023 02:10
UCewvfSec6vlYgRV_cnMjU3g,Olamide,MPREb_7RgpXqvczRX,Rock,2021.0,Single,02/01/2023 00:01
UCr61sufuLt7_eB7ak1bXHIg,Burna Boy,MPREb_8nb3wgPCySs,Rock Your Body,2017.0,Single,01/01/2023 20:24
UCh6TfWpZo3DFHxIWJv9kRQw,Zinoleesky,MPREb_TRTZK06rmW3,Rocking,2022.0,Single,02/01/2023 02:03
UCr61sufuLt7_eB7ak1bXHIg,Burna Boy,MPREb_uNkqCHEBk9S,Rockstar,2015.0,Single,01/01/2023 20:24
UC25DGtgYk5TwdksvtpeWYvA,Wizkid,MPREb_5ltth7b879H,Roll It (Remix) (feat. Banky W. & Akon),2014.0,Single,02/01/2023 01:50
UC25DGtgYk5TwdksvtpeWYvA,Wizkid,MPREb_FcD0mTD0IH7,Roll It (Remix) [feat. Banky W & Akon],2014.0,Single,02/01/2023 01:50
UC4X7v-1s1W6XPq8g0Zs2VMw,evrYwhr & Patoranking,MPREb_4wwDBO0Yxjz,Roll On Me,2022.0,Single,02/01/2023 00:19
UCSXSWWhrP3C_lhUqO3qH6xw,"Trifecta, Stonebwoy & Niniola",MPREb_Pycv05pPqVW,Rollin',2019.0,Single,01/01/2023 23:57
UCP-_jH7CH7xXEDfAsWJLiCw,Korede Bello,MPREb_E8Ks7Sl7QmF,Romantic,2017.0,Single,01/01/2023 23:07
UCP-_jH7CH7xXEDfAsWJLiCw,Korede Bello,MPREb_5HBFOgCZx98,Romantic (feat. Tiwa Savage),2016.0,Single,01/01/2023 23:07
UCgA-7_DsONWLkHl-cRSvvHg,Kcee,MPREb_E4dk56eQ0TS,Romantic Call,2017.0,Single,01/01/2023 22:58
UCRhktc7REnezMLCx1ip35Mw,Johnny Drille,MPREb_H5A2tBwoEme,Romeo & Juliet (Sigag Lauren Remix),2017.0,Single,01/01/2023 22:53
UCRhktc7REnezMLCx1ip35Mw,Johnny Drille,MPREb_kmzuhkSiayB,Romeo and Juliet,2017.0,Single,01/01/2023 22:53
UCUl1XQzvAXMLsio8rDG6pZw,Mohbad,MPREb_nH1uUTLqjrT,Ronaldo,2022.0,Single,01/01/2023 23:35
UC6o_fs8z32M9dNeQkvC7EDA,Reekado Banks,MPREb_Kipb83IGEMu,Rora,2020.0,Single,02/01/2023 00:35
UCl2Z1l__4vNGRG5EQb7odpA,Lil Kesh,MPREb_uwgRn3fnqZ3,Rora,2017.0,Single,01/01/2023 23:15
UC6o_fs8z32M9dNeQkvC7EDA,Reekado Banks,MPREb_OMgZUIEbKRk,Rora,2019.0,Single,02/01/2023 00:35
UC6o_fs8z32M9dNeQkvC7EDA,Reekado Banks,MPREb_d7ycK3vMgct,Rora (Acoustic Version),2019.0,Single,02/01/2023 00:35
UC6o_fs8z32M9dNeQkvC7EDA,Reekado Banks,MPREb_sRFmUNoUKaW,Rora (feat. Lavaud),2019.0,Single,02/01/2023 00:35
UChGyVoPfdnZ9Z57LN3S873g,Savage & Victony,MPREb_pBexovyRndb,Rosemary,2021.0,Single,02/01/2023 00:49
UCh-VZa381UUDND3OtMKLudg,Savage & Victony,MPREb_pBexovyRndb,Rosemary,2021.0,Single,02/01/2023 01:46
UCr61sufuLt7_eB7ak1bXHIg,Becky G & Burna Boy,MPREb_ZQclDFMagTH,Rotate,2021.0,Single,01/01/2023 20:24
UCbZKI-afOAF_gewoFoY-oXg,Mr Eazi,MPREb_Rt74NzLW4mg,Rotate (Freestyle),2021.0,Single,01/01/2023 23:44
UCl61Ij0v5ulMS0UxvAxsXcg,P-Square,MPREb_9p7pstwSMbs,Royal Albert Hall Live Performance,2022.0,Single,02/01/2023 00:15
UCLmx929V5XB__omAboRPkPA,Naira Marley & Lil Kesh,MPREb_ZieEMO9kAiW,Royal Rumble,2019.0,Single,01/01/2023 23:54
UCN9qKC5eDclxImYAmomI5Cw,Ruger,MPREb_ubQAjWiRO9I,Ruger,2021.0,Single,02/01/2023 00:44
UCN9qKC5eDclxImYAmomI5Cw,Ruger,UCN9qKC5eDclxImYAmomI5Cw_Videos,Ruger_Videos,,Videos,02/01/2023 00:44
UCx5IlXXEC_mzhxPsbu_XJlw,Peruzzi,MPREb_BLxumPI0QWh,Rum & Boogie,2021.0,Album,02/01/2023 00:23
UCehhqT7086Y04HAQ121lu3g,"Peruzzi, GospelOnDeBeatz & Davido",MPREb_ceHDBE0lY2L,Run Am,2018.0,Single,01/01/2023 20:57
UCx5IlXXEC_mzhxPsbu_XJlw,"Peruzzi, GospelOnDeBeatz & Davido",MPREb_ceHDBE0lY2L,Run Am,2018.0,Single,02/01/2023 00:23
UCr61sufuLt7_eB7ak1bXHIg,Burna Boy,MPREb_6hPDe73qFfh,Run My Race,2013.0,Single,01/01/2023 20:24
UCVpv8NbVFjY-NtNon9Z0fbw,"NATIVE Sound System, Ayra Starr & Lojay",MPREb_dtUQmfUa4rc,Runaway,2022.0,Single,01/01/2023 23:19
UCO4TFKYiSDo7vOQC04mr7Fg,"NATIVE Sound System, Ayra Starr & Lojay",MPREb_dtUQmfUa4rc,Runaway,2022.0,Single,01/01/2023 19:56
UCoFTT1b0bB7oXarWEa94Aow,The Cavemen.,MPREb_FXUaq0JElcE,Runaway Lady,2020.0,Single,01/01/2023 20:32
UCehhqT7086Y04HAQ121lu3g,"Doctor Spice, Davido & Yonda",MPREb_YlbPOGUYFlU,Runaway Luv,2017.0,Single,01/01/2023 20:57
UCzcjw-vbU2cDJ9ZySwb4uIg,D'Banj,MPREb_0klYp6JWyOI,Rundown,2006.0,Album,01/01/2023 21:09
UCt7KNkaOhBpesOJHMx2ASnw,LADIPOE & Fireboy DML,MPREb_5G16b3sAwoq,Running,2021.0,Single,01/01/2023 21:45
UC6Idoh6aC4rscuwiZCq6Lyg,LADIPOE & Fireboy DML,MPREb_5G16b3sAwoq,Running,2021.0,Single,01/01/2023 23:09
UCD6eR__YSGlBQ0rpx1Do6Uw,Chike & Simi,MPREb_7XYlykNgGw0,Running (To You),2021.0,Single,01/01/2023 20:36
UCNBHI-xURToYIk3Xwkicdmw,Chike & Simi,MPREb_7XYlykNgGw0,Running (To You),2021.0,Single,02/01/2023 00:52
UC-WeCFg7soCkDP9F15nVdSA,Runtown,MPREb_204yfVG5RHD,Runtown Hits Vol.1,2017.0,Album,02/01/2023 00:45
UC-WeCFg7soCkDP9F15nVdSA,Runtown,MPREb_u06SZ8hgxAB,"Runtown Hits, Vol. 1",2017.0,Album,02/01/2023 00:45
UC-WeCFg7soCkDP9F15nVdSA,Runtown,UC-WeCFg7soCkDP9F15nVdSA_Videos,Runtown_Videos,,Videos,02/01/2023 00:45
UCO4TFKYiSDo7vOQC04mr7Fg,Ayra Starr,MPREb_Zpet2vCEPAH,Rush,2022.0,Single,01/01/2023 19:56
UCh-VZa381UUDND3OtMKLudg,Victony,MPREb_6lOZszEIjxx,S.M.S (Sing My Song) [feat. Zichy],2020.0,Single,02/01/2023 01:46
UCppZ_aSXAY-zuzKigCRqAow,Amaarae,MPREb_T2dgRlV1JfD,SAD GIRLZ LUV MONEY (Remix) (feat. Kali Uchis & Moliy),2021.0,Single,01/01/2023 19:51
UCppZ_aSXAY-zuzKigCRqAow,Amaarae,MPREb_at6phFgglBv,SAD GIRLZ LUV MONEY (Remix: Slowed + Reverb) (feat. Kali Uchis & Moliy),2021.0,Single,01/01/2023 19:51
UCppZ_aSXAY-zuzKigCRqAow,Amaarae & Kali Uchis,MPREb_X8DXM0OXAMk,SAD GIRLZ LUV MONEY (Vigro Deep Amapiano Remix) (feat. Moliy),2022.0,Single,01/01/2023 19:51
UC_lPr6_5dcv_1sOP_9Cubmg,WurlD,MPREb_Z3qI0nMLTBY,SAD TONIGHT,2022.0,Single,02/01/2023 01:54
UCx5IlXXEC_mzhxPsbu_XJlw,Mr Real & Peruzzi,MPREb_WiMq2HbEOY7,SDM (Spray D Money),2022.0,Single,02/01/2023 00:23
UCehhqT7086Y04HAQ121lu3g,DaBaby & Davido,MPREb_DHUqVvL7YX7,SHOWING OFF HER BODY,2022.0,Single,01/01/2023 20:57
UC6o_fs8z32M9dNeQkvC7EDA,REEKADO BANKS,MPREb_2hghAW2Wfty,SPOTLIGHT,2016.0,Album,02/01/2023 00:35
UCUDkrpNBRUTZxeNpZCemDuw,Timaya,MPREb_TLSize61Bij,SWEET US,2022.0,Single,02/01/2023 01:31
UCUNNGmpQ75t0GZII3coI8rg,CKay,MPREb_YyMC7EfWozS,Sad Romance,2022.0,Album,01/01/2023 20:41
UCpzSGWR_sUBBf0F-HReYOKA,Mayorkun,MPREb_gB1fl6L5kEN,Sade,2017.0,Single,01/01/2023 23:33
UC3XOjF6pqQWILVLbZofrg2Q,"Mavins, Don Jazzy & Falz",MPREb_kYcUP00NvoZ,Safe (Mavins x Don Jazzy x Falz),2020.0,Single,01/01/2023 21:31
UC-WeCFg7soCkDP9F15nVdSA,Nasty C & Runtown,MPREb_UN37257z7cB,Said (Coke Studio Africa),2017.0,Single,02/01/2023 00:45
UCHAKI88Cm5sWHr_O3wkRwxQ,Harrysong,MPREb_ekfIwRs29nf,Samankwe (feat. Timaya),2017.0,Single,01/01/2023 22:05
UCNwUllQh84NeUHB56vTBAFw,Tekno,MPREb_RDEKXyHbsIc,Samantha,2017.0,Single,02/01/2023 01:09
UCSdKuswRnuEUmXu-ikPxqbA,Skales,MPREb_TQFUbbSiaAy,Samba,2019.0,Single,02/01/2023 00:56
UCSA0ZddQC0SU0IlV6XIgbvA,1da Banton,MPREb_sa0jWdlkK4g,Same Girl,2020.0,Single,01/01/2023 19:22
UCy51adLS32LxWLM5a_ixezw,Wande Coal,MPREb_0z9FbFcw0tl,Same Shit,2015.0,Single,02/01/2023 01:47
UCbZKI-afOAF_gewoFoY-oXg,Mr Eazi,MPREb_9PNBhgrkwKC,Sample You,2015.0,Single,01/01/2023 23:44
UCkpbqiPnZMHiUEoR0cZgo2Q,Skiibii,MPREb_ozxpjTLwC7S,Sampu,2015.0,Single,02/01/2023 01:01
UCUDkrpNBRUTZxeNpZCemDuw,Timaya Feat. Destra,MPREb_ClznQLdzyN3,Sanko (Remix),2014.0,Single,02/01/2023 01:31
UCh71_mg-mGM1WzZVtqkBuMA,Zlatan & Tswaggz Banks,MPREb_QIgNIbGF1V7,Sapa (feat. Zlatan),2020.0,Single,02/01/2023 02:10
UCgA-7_DsONWLkHl-cRSvvHg,"Chris Mensi, Museekal ID & K-Cee",MPREb_oa3dwLXnZwp,Saturday Night (Club Edit),2010.0,Single,01/01/2023 22:58
UCh-VZa381UUDND3OtMKLudg,Victony,MPREb_GAIDlzviklT,Saturn,2020.0,EP,02/01/2023 01:46
UChGyVoPfdnZ9Z57LN3S873g,Savage,UChGyVoPfdnZ9Z57LN3S873g_Videos,Savage_Videos,,Videos,02/01/2023 00:49
UCNwUllQh84NeUHB56vTBAFw,"Tekno, T.H. & Frank Dueffel",MPREb_Qz0iAcrHkn8,Save Our Souls Anthem,2013.0,Single,02/01/2023 01:09
UCmcJ2ThWCw9id0Yjjqu4HVg,Teni,MPREb_kv4q43sLccL,Save The Day,2021.0,Single,02/01/2023 01:12
UCHAKI88Cm5sWHr_O3wkRwxQ,Harrysong,MPREb_J5ml2Et7eyC,Sawanale,2021.0,Single,01/01/2023 22:05
UCSdKuswRnuEUmXu-ikPxqbA,Skales & 1da Banton,MPREb_IGKZuF13y5L,Say You Bad (Remix),2022.0,Single,02/01/2023 00:56
UCSA0ZddQC0SU0IlV6XIgbvA,Skales & 1da Banton,MPREb_IGKZuF13y5L,Say You Bad (Remix),2022.0,Single,01/01/2023 19:22
UCzcjw-vbU2cDJ9ZySwb4uIg,D'Banj,MPREb_EvymOT9QhEE,Scape Goat,2010.0,Single,01/01/2023 21:09
UCee1s3De38s0fWVEGpi_Q6w,FAVE,MPREb_VlWfkA5u0Uh,Scatta Scatta,2022.0,Single,01/01/2023 21:44
UCt7KNkaOhBpesOJHMx2ASnw,Fireboy DML,MPREb_xrRSdPLenm7,Scatter (Acoustic),2019.0,Single,01/01/2023 21:45
UCfuByKJ2B06MHdKXSnLM7Qg,Guchi,MPREb_OEtUQvGtQjs,Scatter My Head (feat. Zlatan),2021.0,Single,01/01/2023 22:03
UCewvfSec6vlYgRV_cnMjU3g,Olamide,MPREb_FuUQca8dSJe,Science Student,2018.0,Single,02/01/2023 00:01
UCehhqT7086Y04HAQ121lu3g,Dexta Daps & Davido,MPREb_mtYdsDcMECy,Scripture,2021.0,Single,01/01/2023 20:57
UCwfpj2LQeVu7eA9g1s5Z-TQ,Seyi Shay,MPREb_XY6RxIKmqbs,Season Greetings,2019.0,Single,02/01/2023 00:50
UCewvfSec6vlYgRV_cnMjU3g,"Olamide, Oritse Femi & Sossi",MPREb_hLVnB40bV6H,Sebee (Remix),2015.0,Single,02/01/2023 00:01
UCr61sufuLt7_eB7ak1bXHIg,Black Sherif & Burna Boy,MPREb_f9kaOrKDjJH,Second Sermon (Remix),2021.0,Single,01/01/2023 20:24
UC3XOjF6pqQWILVLbZofrg2Q,"Masterkraft, Falz & CDQ",MPREb_m7PtLsj4FDL,Secure the Bag,2021.0,Single,01/01/2023 21:31
UCewvfSec6vlYgRV_cnMjU3g,DJ Kaywise & Olamide,MPREb_O0vzVIc9YGp,See Mary See Jesus,2018.0,Single,02/01/2023 00:01
UCbZKI-afOAF_gewoFoY-oXg,Small Doctor & Mr Eazi,MPREb_10FLCBbQ3kQ,See Me,2022.0,Single,01/01/2023 23:44
UCbZKI-afOAF_gewoFoY-oXg,"Mr Eazi, DJ Neptune & Shatta Wale",MPREb_Uh1yzQ3pkjY,See Something (feat. Minz & Medikal),2022.0,Single,01/01/2023 23:44
UCbZKI-afOAF_gewoFoY-oXg,Mr Eazi & Dre Skull,MPREb_RWP127wpmTY,Sekkle & Bop (feat. Popcaan),2021.0,Single,01/01/2023 23:44
UCr61sufuLt7_eB7ak1bXHIg,Burna Boy,MPREb_6TOG1GWKhIS,Sekkle Down (feat. J Hus),2017.0,Single,01/01/2023 20:24
UCSdKuswRnuEUmXu-ikPxqbA,Skales,MPREb_tFhhlJKyecI,Selecta,2020.0,Single,02/01/2023 00:56
UCy51adLS32LxWLM5a_ixezw,Wande Coal,MPREb_H6jSnaiMEwv,Selection,2015.0,Album,02/01/2023 01:47
UCh-VZa381UUDND3OtMKLudg,"Musa Keys, Loui & Victony",MPREb_raBE4lLTYpO,Selema (Po Po) (Remix),2022.0,Single,02/01/2023 01:46
UCNBHI-xURToYIk3Xwkicdmw,Simi,MPREb_24FmrOxUJY9,Selense,2019.0,Single,02/01/2023 00:52
UCoFTT1b0bB7oXarWEa94Aow,The Cavemen,MPREb_RypEE1mWsUA,Selense,2021.0,Single,01/01/2023 20:32
UCHAKI88Cm5sWHr_O3wkRwxQ,Harrysong,MPREb_88GDs6NIa3F,Selense (feat. Reekado Banks & Kizz Daniel),2018.0,Single,01/01/2023 22:05
UCHAKI88Cm5sWHr_O3wkRwxQ,Harrysong,MPREb_YNMMlAuHR4g,"Selense, Pt. 2 (feat. Iyanya & Dice Ailes)",2018.0,Single,01/01/2023 22:05
UCSdKuswRnuEUmXu-ikPxqbA,"Skales, D'banj & Chopstix",MPREb_XZWeygCnCW8,Senrere,2018.0,Single,02/01/2023 00:56
UCGtze7Z8rdM84EHTihPLmQQ,Laycon,MPREb_tBXmzGpHoTD,Senseless,2020.0,Single,01/01/2023 23:12
UCkpbqiPnZMHiUEoR0cZgo2Q,Skiibii,MPREb_x78TkdWflML,Sensima (Instrumental),2018.0,Single,02/01/2023 01:01
UCkpbqiPnZMHiUEoR0cZgo2Q,"Skiibii, Italian Somali & Dubosky",MPREb_mIrimq1j6c7,Sensima (Loco Fefo) (Remix),2018.0,Single,02/01/2023 01:01
UCt7KNkaOhBpesOJHMx2ASnw,SPINALL & Fireboy DML,MPREb_ck9KARAJfv4,Sere,2020.0,Single,01/01/2023 21:45
UCewvfSec6vlYgRV_cnMjU3g,Olamide,MPREb_TwfjSgyV9X2,Sere (Ghetto Story),2016.0,Single,02/01/2023 00:01
UCt7KNkaOhBpesOJHMx2ASnw,"Spinall, Fireboy DML & 6LACK",MPREb_ThIhuC8nlIW,Sere (Remix),2021.0,Single,01/01/2023 21:45
UCewvfSec6vlYgRV_cnMjU3g,Olamide,MPREb_TUnxSwKB5iD,Sere Ghetto Story (feat. Lil Kesh),2016.0,Single,02/01/2023 00:01
UCFXYNi16itKb_3u6u79_Gpw,Blaqbonez,MPREb_GAnuBpsU60G,Sex over Love (Deluxe Edition),2021.0,Album,01/01/2023 20:13
UCKnTkdyRxt_TvslgZEzncIg,Iyanya feat. Wizkid,MPREb_StVWxyH4LdH,Sexy Mama,2018.0,Single,01/01/2023 22:32
UCKnTkdyRxt_TvslgZEzncIg,Iyanya,MPREb_xwIfZcbAjj0,Sexy Mama (feat. WizKid),2017.0,Single,01/01/2023 22:32
UCSdKuswRnuEUmXu-ikPxqbA,Baddest Dj Timmy & Skales,MPREb_YtPmoZK8ImY,Sexy Money,2018.0,Single,02/01/2023 00:56
UClK0GMAh7JMRRgyT7H85dUw,Flavour Feat. P-Square,MPREb_Y1zcERuLMxv,Sexy Rosey,2015.0,Single,01/01/2023 21:49
UCwfpj2LQeVu7eA9g1s5Z-TQ,Seyi Shay,MPREb_0Iffu6g4gVA,Seyi Or Shay,2015.0,Album,02/01/2023 00:50
UCwfpj2LQeVu7eA9g1s5Z-TQ,Seyi Shay,UCwfpj2LQeVu7eA9g1s5Z-TQ_Videos,Seyi Shay_Videos,,Videos,02/01/2023 00:50
UCSXSWWhrP3C_lhUqO3qH6xw,Niniola,MPREb_SgvLfMfzYKI,Shaba,2016.0,Single,01/01/2023 23:57
UCSXSWWhrP3C_lhUqO3qH6xw,Niniola,MPREb_o8w28gaUYKV,Shaba (Remix) [feat. Drastic],2016.0,Single,01/01/2023 23:57
UC25DGtgYk5TwdksvtpeWYvA,Wizkid,MPREb_fM83o3gQMsY,"Shabba (feat. Chris Brown, Trey Songz & French Montana)",2016.0,Single,02/01/2023 01:50
UCUNNGmpQ75t0GZII3coI8rg,Ice Prince & Ckay,MPREb_tmJhub3cXB7,Shakara,2021.0,Single,01/01/2023 20:41
UC2yYpgqxoUwu00Y3TMZ6cNA,Ice Prince & Ckay,MPREb_tmJhub3cXB7,Shakara,2021.0,Single,01/01/2023 22:20
UCSdKuswRnuEUmXu-ikPxqbA,Skales,MPREb_skt31Rw4LJJ,Shake Body,2019.0,Single,02/01/2023 00:56
UCSdKuswRnuEUmXu-ikPxqbA,Skales,MPREb_PZ7qXj0XCma,Shake Body (French Version),2014.0,Single,02/01/2023 00:56
UCzcjw-vbU2cDJ9ZySwb4uIg,D'Banj,MPREb_kWtfTE12L4n,Shake It (feat. Tiwa Savage),2018.0,Single,01/01/2023 21:09
UCzcjw-vbU2cDJ9ZySwb4uIg,D'Banj,MPREb_QwuCpMYxcdV,Shake It (feat. Tiwa Savage),2018.0,Single,01/01/2023 21:09
UCmcJ2ThWCw9id0Yjjqu4HVg,Teni,MPREb_FbtH56bC2sO,Shakeam,2018.0,Single,02/01/2023 01:12
UCHxEAq_D6CJ1sn0tocJ6GdA,"ShodyTheTurnUpKing, Yung Willis & Joeboy",MPREb_t7KTQBvwtpr,Shako,2019.0,Single,01/01/2023 22:49
UCNwUllQh84NeUHB56vTBAFw,"Tekno, Simi & TeejayMilez",MPREb_AQjpdABwWfP,Shaku,2018.0,Single,02/01/2023 01:09
UC_cE27XR3vVFMf4sYZVsj3A,Phenom & Phyno,MPREb_RrCO79xiqkc,Shamanya (feat. Olamide),2021.0,Single,02/01/2023 00:26
UCCjfbcoH0ZYT0r1jScDHJMg,"Tuzi, Asake & 1da Banton",MPREb_kdXSajXlmL7,Shanor,2020,Single,2-1-2023 10:16
UCSA0ZddQC0SU0IlV6XIgbvA,"Tuzi, Asake & 1da Banton",MPREb_kdXSajXlmL7,Shanor,2020.0,Single,01/01/2023 19:22
UCbZKI-afOAF_gewoFoY-oXg,Mr Eazi & Distruction Boyz,MPREb_DzmEcAXaLLR,Shasha Kushasha,2018.0,Single,01/01/2023 23:44
UCfuByKJ2B06MHdKXSnLM7Qg,Guchi,MPREb_TMBfUPSArqi,Shattered,2022.0,Single,01/01/2023 22:03
UC4VD3HwywldtzElu_kTfM_g,Magixx,MPREb_QH7ah8vZidz,Shaye,2022.0,Single,01/01/2023 23:25
UClK0GMAh7JMRRgyT7H85dUw,"Turner, Machel Montano & Flavour",MPREb_2lYH1AswJkX,She Bad,2017.0,Single,01/01/2023 21:49
